Date,trapVisitID,subSiteName,catchRawID,commonName,n,forkLength,totalLength,mort,CatchRaw.comments
2020/04/11 00:00:00,9273,ST004L1B,92945,Golden shiner,1,48,NA,No,NA
2020/04/09 00:00:00,9266,ST004L1B,92596,Golden shiner,1,44,NA,No,NA
2019/05/02 00:00:00,9017,ST004L1B,90116,Golden shiner,1,101,NA,No,NA
2020/04/12 00:00:00,9274,ST004L1B,92951,Golden shiner,1,43,NA,No,NA
2021/01/14 00:00:00,9360,ST004L1B,93335,Golden shiner,1,52,NA,No,NA
2017/03/28 00:00:00,8438,ST004L1,81447,Golden shiner,1,47,NA,Yes,NA
2017/02/25 00:00:00,8362,ST004L1,80341,Golden shiner,1,80,NA,No,NA
2019/03/19 00:00:00,8935,ST004L1,89366,Golden shiner,1,36,NA,No,NA
2018/04/02 00:00:00,8720,ST004L1,85047,Golden shiner,1,36,NA,No,NA
2019/02/06 00:00:00,8855,ST004L1,86216,Golden shiner,1,60,NA,No,NA
2019/02/06 00:00:00,8855,ST004L1,86215,Golden shiner,1,74,NA,No,NA
2019/02/06 00:00:00,8854,ST004L1B,86105,Golden shiner,1,74,NA,No,NA
2019/02/04 00:00:00,8848,ST004L1B,85739,Golden shiner,1,90,NA,No,NA
2019/02/04 00:00:00,8848,ST004L1B,85738,Golden shiner,1,68,NA,No,NA
2019/01/26 00:00:00,8838,ST004L1B,85707,Golden shiner,1,73,NA,No,NA
2019/01/21 00:00:00,8833,ST004L1B,85695,Golden shiner,1,87,NA,No,NA
2019/01/21 00:00:00,8833,ST004L1B,85694,Golden shiner,1,65,NA,No,NA
2017/03/02 00:00:00,8357,ST004L1B,80001,Golden shiner,1,45,NA,No,NA
2019/02/07 00:00:00,8856,ST004L1B,86326,Golden shiner,1,77,NA,No,NA
2019/03/05 00:00:00,8907,ST004L1,88440,Golden shiner,1,43,NA,No,NA
2019/01/18 00:00:00,8830,ST004L1B,85604,Golden shiner,1,54,NA,No,NA
2018/03/07 00:00:00,8667,ST004L1B,83801,Golden shiner,1,116,NA,No,NA
2018/02/07 00:00:00,8624,ST004L1,82306,Golden shiner,1,57,NA,No,NA
2017/06/21 00:00:00,8526,ST004L1B,81782,Golden shiner,1,43,NA,No,NA
2017/06/23 00:00:00,8528,ST004L1B,81795,Golden shiner,1,38,NA,No,NA
2017/06/07 00:00:00,8549,ST004L1,81841,Golden shiner,1,52,NA,No,NA
2019/06/04 00:00:00,9065,ST004L1B,91033,Golden shiner,1,46,NA,No,NA
2021/03/18 00:00:00,9475,ST004L1,94081,Golden shiner,1,43,NA,No,NA
2019/06/20 00:00:00,9090,ST004L1,91159,Golden shiner,1,44,NA,No,NA
2021/01/29 00:00:00,9375,ST004L1B,93415,Golden shiner,1,88,NA,No,NA
2017/02/04 00:00:00,8301,ST004L1B,78009,Golden shiner,1,68,NA,No,NA
2020/03/12 00:00:00,9212,ST004L1B,91951,Golden shiner,1,45,NA,No,NA
2020/03/12 00:00:00,9229,ST004L1,92040,Golden shiner,1,49,NA,No,NA
2019/03/05 00:00:00,8906,ST004L1B,88401,Golden shiner,1,71,NA,No,NA
2020/03/12 00:00:00,9229,ST004L1,92042,Golden shiner,1,168,NA,No,NA
2019/02/09 00:00:00,8863,ST004L1,86592,Golden shiner,1,45,NA,No,NA
2019/02/10 00:00:00,8864,ST004L1,86610,Golden shiner,1,62,NA,No,NA
2019/02/12 00:00:00,8866,ST004L1B,86639,Golden shiner,1,45,NA,Yes,NA
2019/02/13 00:00:00,8870,ST004L1,86811,Golden shiner,1,43,NA,No,NA
2019/03/05 00:00:00,8906,ST004L1B,88402,Golden shiner,1,77,NA,No,NA
2021/03/01 00:00:00,9440,ST004L1,93834,Golden shiner,1,47,NA,No,NA
2019/02/16 00:00:00,8875,ST004L1,86887,Golden shiner,1,90,NA,No,NA
2020/03/12 00:00:00,9229,ST004L1,92041,Golden shiner,1,50,NA,No,NA
2020/03/14 00:00:00,9231,ST004L1,92068,Golden shiner,1,46,NA,No,NA
