releaseID,releaseFishID,forkLength,ReleaseFish.comments
304,5208,41,NA
304,5287,38,NA
304,5199,42,NA
304,5276,39,NA
304,5277,37,NA
304,5278,33,NA
304,5279,37,NA
304,5280,39,NA
304,5281,36,NA
304,5296,39,NA
304,5283,35,NA
304,5297,38,NA
304,5274,38,NA
304,5286,35,NA
304,5282,37,NA
304,5288,35,NA
304,5289,35,NA
304,5290,33,NA
304,5291,36,NA
304,5292,30,NA
304,5293,35,NA
304,5294,35,NA
304,5295,34,NA
304,5249,42,NA
304,5223,40,NA
304,5298,37,NA
304,5285,36,NA
304,5253,43,NA
304,5250,40,NA
304,5251,53,NA
304,5284,31,NA
304,5252,42,NA
304,5254,40,NA
304,5255,40,NA
304,5256,40,NA
304,5257,41,NA
304,5258,42,NA
304,5259,43,NA
304,5260,45,NA
304,5261,44,NA
304,5271,37,NA
304,5262,43,NA
304,5272,35,NA
304,5270,40,NA
304,5269,45,NA
304,5268,42,NA
304,5266,42,NA
304,5265,40,NA
304,5264,40,NA
304,5267,40,NA
304,5263,45,NA
305,5472,48,NA
305,5466,43,NA
305,5467,53,NA
305,5468,48,NA
305,5469,47,NA
305,5452,49,NA
305,5471,46,NA
305,5465,44,NA
305,5458,50,NA
305,5473,50,NA
305,5470,44,NA
305,5464,48,NA
305,5463,55,NA
305,5462,47,NA
305,5461,47,NA
305,5454,45,NA
305,5459,43,NA
305,5457,49,NA
305,5456,51,NA
305,5455,52,NA
305,5451,44,NA
305,5453,44,NA
305,5460,45,NA
305,5486,52,NA
305,5423,52,NA
305,5498,48,NA
305,5450,45,NA
305,5497,54,NA
305,5495,42,NA
305,5494,53,NA
305,5493,53,NA
305,5492,48,NA
305,5491,46,NA
305,5490,52,NA
305,5489,50,NA
305,5496,54,NA
305,5487,49,NA
305,5474,52,NA
305,5485,50,NA
305,5484,48,NA
305,5483,47,NA
305,5482,49,NA
305,5481,52,NA
305,5480,49,NA
305,5479,45,NA
305,5478,53,NA
305,5477,55,NA
305,5476,48,NA
305,5475,49,NA
305,5488,46,NA
305,5407,53,NA
305,5421,50,NA
305,5420,48,NA
305,5419,49,NA
305,5418,55,NA
305,5417,50,NA
305,5416,51,NA
305,5415,53,NA
305,5414,52,NA
305,5413,47,NA
305,5412,46,NA
305,5422,50,NA
305,5408,54,NA
305,5411,49,NA
305,5406,48,NA
305,5405,50,NA
305,5404,51,NA
305,5403,53,NA
305,5402,52,NA
305,5401,52,NA
305,5400,42,NA
305,5399,47,NA
305,5449,49,NA
305,5425,53,NA
305,5410,47,NA
305,5447,50,NA
305,5409,54,NA
305,5448,50,NA
305,5424,52,NA
305,5446,45,NA
305,5445,48,NA
305,5444,50,NA
305,5443,42,NA
305,5442,49,NA
305,5441,51,NA
305,5440,52,NA
305,5439,45,NA
305,5438,51,NA
305,5437,50,NA
305,5428,52,NA
305,5427,51,NA
305,5429,54,NA
305,5430,45,NA
305,5431,49,NA
305,5432,50,NA
305,5434,54,NA
305,5435,45,NA
305,5436,45,NA
305,5433,52,NA
305,5426,53,NA
306,5572,48,NA
306,5564,45,NA
306,5565,48,NA
306,5566,48,NA
306,5567,46,NA
306,5568,44,NA
306,5569,48,NA
306,5571,47,NA
306,5563,45,NA
306,5556,48,NA
306,5573,47,NA
306,5570,48,NA
306,5562,42,NA
306,5561,46,NA
306,5560,46,NA
306,5559,44,NA
306,5551,49,NA
306,5557,44,NA
306,5574,50,NA
306,5555,44,NA
306,5554,46,NA
306,5553,45,NA
306,5552,47,NA
306,5499,42,NA
306,5558,45,NA
306,5586,48,NA
306,5550,47,NA
306,5597,48,NA
306,5596,40,NA
306,5595,45,NA
306,5594,44,NA
306,5593,49,NA
306,5592,45,NA
306,5591,47,NA
306,5590,49,NA
306,5589,46,NA
306,5598,45,NA
306,5587,45,NA
306,5575,49,NA
306,5585,50,NA
306,5584,42,NA
306,5583,43,NA
306,5582,41,NA
306,5581,40,NA
306,5580,44,NA
306,5579,43,NA
306,5578,42,NA
306,5577,47,NA
306,5576,47,NA
306,5588,48,NA
306,5511,46,NA
306,5523,47,NA
306,5522,49,NA
306,5521,47,NA
306,5520,45,NA
306,5519,48,NA
306,5518,46,NA
306,5517,47,NA
306,5516,48,NA
306,5515,47,NA
306,5514,45,NA
306,5524,45,NA
306,5512,48,NA
306,5549,42,NA
306,5510,42,NA
306,5509,50,NA
306,5508,44,NA
306,5507,43,NA
306,5506,48,NA
306,5505,45,NA
306,5504,39,NA
306,5503,46,NA
306,5502,44,NA
306,5500,48,NA
306,5513,49,NA
306,5541,46,NA
306,5501,47,NA
306,5547,47,NA
306,5546,45,NA
306,5545,47,NA
306,5544,51,NA
306,5525,44,NA
306,5542,44,NA
306,5548,50,NA
306,5540,49,NA
306,5539,47,NA
306,5538,45,NA
306,5530,45,NA
306,5526,46,NA
306,5543,47,NA
306,5537,49,NA
306,5529,48,NA
306,5527,47,NA
306,5531,47,NA
306,5532,48,NA
306,5533,44,NA
306,5534,50,NA
306,5535,47,NA
306,5536,46,NA
306,5528,51,NA
307,5667,56,NA
307,5664,61,NA
307,5665,53,NA
307,5666,57,NA
307,5668,54,NA
307,5669,56,NA
307,5670,58,NA
307,5671,62,NA
307,5673,58,NA
307,5672,61,NA
307,5663,53,NA
307,5662,52,NA
307,5661,54,NA
307,5660,63,NA
307,5659,54,NA
307,5658,53,NA
307,5657,56,NA
307,5656,54,NA
307,5655,61,NA
307,5654,52,NA
307,5674,57,NA
307,5652,58,NA
307,5688,56,NA
307,5653,54,NA
307,5687,59,NA
307,5649,53,NA
307,5650,48,NA
307,5698,54,NA
307,5697,54,NA
307,5696,52,NA
307,5695,56,NA
307,5694,57,NA
307,5693,54,NA
307,5692,56,NA
307,5691,58,NA
307,5686,57,NA
307,5689,58,NA
307,5675,52,NA
307,5685,53,NA
307,5684,58,NA
307,5683,64,NA
307,5682,57,NA
307,5681,56,NA
307,5680,54,NA
307,5679,61,NA
307,5678,53,NA
307,5677,55,NA
307,5676,57,NA
307,5690,57,NA
307,5610,54,NA
307,5622,57,NA
307,5621,57,NA
307,5620,57,NA
307,5619,58,NA
307,5618,53,NA
307,5617,54,NA
307,5616,53,NA
307,5615,52,NA
307,5614,54,NA
307,5613,56,NA
307,5651,57,NA
307,5611,52,NA
307,5625,61,NA
307,5609,53,NA
307,5608,57,NA
307,5607,58,NA
307,5606,51,NA
307,5605,58,NA
307,5604,57,NA
307,5603,57,NA
307,5602,56,NA
307,5601,57,NA
307,5600,58,NA
307,5648,47,NA
307,5612,54,NA
307,5636,57,NA
307,5599,53,NA
307,5647,54,NA
307,5646,56,NA
307,5645,58,NA
307,5644,57,NA
307,5643,64,NA
307,5642,60,NA
307,5641,56,NA
307,5640,57,NA
307,5639,52,NA
307,5623,58,NA
307,5637,54,NA
307,5624,48,NA
307,5635,56,NA
307,5634,54,NA
307,5633,53,NA
307,5632,54,NA
307,5631,57,NA
307,5630,58,NA
307,5629,56,NA
307,5628,47,NA
307,5627,43,NA
307,5626,60,NA
307,5638,57,NA
308,5702,76,NA
308,5699,73,NA
308,5700,82,NA
308,5701,80,NA
309,5765,91,NA
309,5774,96,NA
309,5775,81,NA
309,5802,82,NA
309,5773,90,NA
309,5772,80,NA
309,5771,84,NA
309,5770,84,NA
309,5769,89,NA
309,5768,88,NA
309,5766,88,NA
309,5779,83,NA
309,5764,79,NA
309,5763,86,NA
309,5762,87,NA
309,5761,83,NA
309,5760,72,NA
309,5759,85,NA
309,5758,91,NA
309,5757,95,NA
309,5756,86,NA
309,5755,78,NA
309,5754,90,NA
309,5767,93,NA
309,5790,88,NA
309,5753,87,NA
309,5801,83,NA
309,5800,88,NA
309,5799,86,NA
309,5798,77,NA
309,5797,88,NA
309,5796,84,NA
309,5795,79,NA
309,5794,83,NA
309,5793,80,NA
309,5777,87,NA
309,5791,87,NA
309,5778,84,NA
309,5789,81,NA
309,5788,84,NA
309,5787,92,NA
309,5786,88,NA
309,5785,85,NA
309,5784,90,NA
309,5783,81,NA
309,5782,88,NA
309,5781,86,NA
309,5780,74,NA
309,5792,81,NA
309,5712,78,NA
309,5725,74,NA
309,5724,90,NA
309,5723,90,NA
309,5722,90,NA
309,5721,97,NA
309,5720,90,NA
309,5719,85,NA
309,5718,90,NA
309,5717,97,NA
309,5703,95,NA
309,5726,88,NA
309,5713,89,NA
309,5716,89,NA
309,5711,87,NA
309,5710,96,NA
309,5709,77,NA
309,5708,93,NA
309,5707,90,NA
309,5706,85,NA
309,5705,89,NA
309,5704,80,NA
309,5752,80,NA
309,5776,77,NA
309,5715,92,NA
309,5743,66,NA
309,5750,97,NA
309,5714,91,NA
309,5727,92,NA
309,5748,88,NA
309,5747,91,NA
309,5746,87,NA
309,5744,85,NA
309,5749,90,NA
309,5742,89,NA
309,5741,91,NA
309,5740,85,NA
309,5751,87,NA
309,5730,93,NA
309,5728,93,NA
309,5745,85,NA
309,5729,89,NA
309,5739,93,NA
309,5731,90,NA
309,5732,76,NA
309,5734,85,NA
309,5735,91,NA
309,5736,78,NA
309,5737,82,NA
309,5738,87,NA
309,5733,90,NA
310,5874,44,NA
310,5867,44,NA
310,5868,43,NA
310,5869,44,NA
310,5870,36,NA
310,5871,49,NA
310,5876,39,NA
310,5873,40,NA
310,5866,40,NA
310,5872,41,NA
310,5865,43,NA
310,5864,43,NA
310,5863,40,NA
310,5862,40,NA
310,5861,45,NA
310,5860,44,NA
310,5859,45,NA
310,5858,43,NA
310,5857,47,NA
310,5856,44,NA
310,5854,44,NA
310,5878,43,NA
310,5855,38,NA
310,5891,43,NA
310,5875,43,NA
310,5902,44,NA
310,5853,43,NA
310,5900,44,NA
310,5899,42,NA
310,5898,46,NA
310,5897,43,NA
310,5896,44,NA
310,5895,46,NA
310,5894,43,NA
310,5901,42,NA
310,5892,44,NA
310,5879,44,NA
310,5890,47,NA
310,5889,44,NA
310,5888,43,NA
310,5887,47,NA
310,5886,46,NA
310,5885,44,NA
310,5884,46,NA
310,5883,40,NA
310,5882,47,NA
310,5881,42,NA
310,5880,45,NA
310,5893,45,NA
310,5813,43,NA
310,5825,46,NA
310,5824,41,NA
310,5823,47,NA
310,5822,43,NA
310,5821,42,NA
310,5820,44,NA
310,5819,43,NA
310,5818,45,NA
310,5817,43,NA
310,5803,44,NA
310,5826,44,NA
310,5852,43,NA
310,5816,44,NA
310,5812,39,NA
310,5811,42,NA
310,5810,43,NA
310,5809,43,NA
310,5808,41,NA
310,5807,45,NA
310,5806,36,NA
310,5805,41,NA
310,5804,42,NA
310,5877,41,NA
310,5815,46,NA
310,5844,45,NA
310,5814,44,NA
310,5851,44,NA
310,5827,44,NA
310,5849,45,NA
310,5848,43,NA
310,5847,36,NA
310,5845,46,NA
310,5850,44,NA
310,5843,43,NA
310,5842,45,NA
310,5841,46,NA
310,5840,37,NA
310,5830,49,NA
310,5846,36,NA
310,5829,39,NA
310,5839,49,NA
310,5831,44,NA
310,5832,45,NA
310,5833,42,NA
310,5834,43,NA
310,5835,44,NA
310,5836,40,NA
310,5837,44,NA
310,5838,48,NA
310,5828,44,NA
311,5974,58,NA
311,5967,57,NA
311,5968,54,NA
311,5969,57,NA
311,5970,57,NA
311,5971,53,NA
311,5973,58,NA
311,5966,61,NA
311,5975,54,NA
311,5972,58,NA
311,5965,61,NA
311,5964,50,NA
311,5963,52,NA
311,5962,55,NA
311,5961,53,NA
311,5960,52,NA
311,5959,52,NA
311,5958,54,NA
311,5957,55,NA
311,5956,54,NA
311,5955,55,NA
311,5953,55,NA
311,5954,46,NA
311,5988,60,NA
311,5925,51,NA
311,6001,65,NA
311,5952,57,NA
311,5997,57,NA
311,5996,47,NA
311,5995,59,NA
311,5994,61,NA
311,5993,57,NA
311,5992,58,NA
311,5991,61,NA
311,5998,63,NA
311,5989,58,NA
311,5976,57,NA
311,5987,51,NA
311,5986,64,NA
311,5985,61,NA
311,5984,54,NA
311,5983,54,NA
311,5982,52,NA
311,5981,50,NA
311,5980,60,NA
311,5979,47,NA
311,5978,44,NA
311,5977,60,NA
311,5990,58,NA
311,5912,56,NA
311,5923,53,NA
311,5922,57,NA
311,5921,59,NA
311,5920,55,NA
311,5919,57,NA
311,5918,48,NA
311,5917,51,NA
311,5916,61,NA
311,5915,48,NA
311,5927,63,NA
311,5913,54,NA
311,5928,57,NA
311,5911,57,NA
311,5910,51,NA
311,5909,56,NA
311,5908,61,NA
311,5907,62,NA
311,5906,56,NA
311,5905,47,NA
311,5904,58,NA
311,5903,47,NA
311,6000,52,NA
311,5914,56,NA
311,5938,52,NA
311,5950,48,NA
311,5949,61,NA
311,5948,54,NA
311,5947,52,NA
311,5946,53,NA
311,5945,56,NA
311,5944,62,NA
311,5943,59,NA
311,5942,57,NA
311,5941,48,NA
311,5924,56,NA
311,5939,49,NA
311,5926,57,NA
311,5937,54,NA
311,5936,58,NA
311,5935,61,NA
311,5934,51,NA
311,5933,61,NA
311,5932,58,NA
311,5931,52,NA
311,5930,54,NA
311,5929,51,NA
311,5951,57,NA
311,5940,52,NA
311,6002,59,NA
311,5999,56,NA
312,6063,67,NA
312,6075,68,NA
312,6074,58,NA
312,6073,59,NA
312,6072,57,NA
312,6071,66,NA
312,6070,60,NA
312,6069,57,NA
312,6068,58,NA
312,6067,69,NA
312,6066,70,NA
312,6077,49,NA
312,6064,52,NA
312,6081,64,NA
312,6062,66,NA
312,6061,63,NA
312,6060,59,NA
312,6059,63,NA
312,6058,69,NA
312,6057,63,NA
312,6056,66,NA
312,6055,62,NA
312,6054,65,NA
312,6065,64,NA
312,6090,63,NA
312,6102,58,NA
312,6101,65,NA
312,6100,63,NA
312,6099,58,NA
312,6098,64,NA
312,6097,57,NA
312,6096,70,NA
312,6095,61,NA
312,6094,68,NA
312,6093,66,NA
312,6079,68,NA
312,6091,68,NA
312,6053,64,NA
312,6089,66,NA
312,6088,55,NA
312,6087,68,NA
312,6086,53,NA
312,6085,62,NA
312,6084,61,NA
312,6083,57,NA
312,6082,66,NA
312,6076,64,NA
312,6080,60,NA
312,6092,60,NA
312,6014,62,NA
312,6026,71,NA
312,6025,64,NA
312,6024,62,NA
312,6023,72,NA
312,6022,60,NA
312,6021,60,NA
312,6020,68,NA
312,6019,58,NA
312,6018,61,NA
312,6017,59,NA
312,6027,64,NA
312,6015,60,NA
312,6005,65,NA
312,6013,64,NA
312,6012,67,NA
312,6011,60,NA
312,6010,64,NA
312,6009,63,NA
312,6008,59,NA
312,6007,60,NA
312,6006,58,NA
312,6052,53,NA
312,6004,69,NA
312,6078,66,NA
312,6016,66,NA
312,6050,61,NA
312,6003,66,NA
312,6051,68,NA
312,6049,60,NA
312,6048,57,NA
312,6047,62,NA
312,6046,63,NA
312,6045,71,NA
312,6044,67,NA
312,6043,74,NA
312,6042,54,NA
312,6041,65,NA
312,6040,64,NA
312,6032,62,NA
312,6028,65,NA
312,6029,63,NA
312,6039,56,NA
312,6031,65,NA
312,6033,56,NA
312,6034,67,NA
312,6035,60,NA
312,6036,57,NA
312,6037,60,NA
312,6038,63,NA
312,6030,67,NA
313,6176,76,NA
313,6167,70,NA
313,6168,76,NA
313,6169,74,NA
313,6170,71,NA
313,6171,78,NA
313,6172,69,NA
313,6173,63,NA
313,6166,68,NA
313,6175,72,NA
313,6159,77,NA
313,6174,72,NA
313,6165,71,NA
313,6164,69,NA
313,6163,71,NA
313,6162,74,NA
313,6155,69,NA
313,6160,64,NA
313,6158,72,NA
313,6157,83,NA
313,6156,71,NA
313,6177,77,NA
313,6154,72,NA
313,6191,76,NA
313,6161,69,NA
313,6190,70,NA
313,6201,70,NA
313,6202,73,NA
313,6200,74,NA
313,6199,66,NA
313,6198,57,NA
313,6197,67,NA
313,6196,77,NA
313,6195,75,NA
313,6194,66,NA
313,6193,61,NA
313,6189,73,NA
313,6153,71,NA
313,6178,72,NA
313,6188,78,NA
313,6187,77,NA
313,6186,77,NA
313,6185,67,NA
313,6184,73,NA
313,6183,70,NA
313,6182,79,NA
313,6181,67,NA
313,6180,64,NA
313,6179,70,NA
313,6192,65,NA
313,6113,67,NA
313,6126,74,NA
313,6125,75,NA
313,6124,68,NA
313,6123,76,NA
313,6122,81,NA
313,6121,73,NA
313,6120,64,NA
313,6119,75,NA
313,6118,74,NA
313,6117,74,NA
313,6127,79,NA
313,6115,70,NA
313,6116,65,NA
313,6112,76,NA
313,6111,63,NA
313,6110,70,NA
313,6109,75,NA
313,6108,78,NA
313,6107,75,NA
313,6106,76,NA
313,6105,80,NA
313,6103,75,NA
313,6152,65,NA
313,6104,75,NA
313,6144,62,NA
313,6114,70,NA
313,6128,78,NA
313,6149,70,NA
313,6148,72,NA
313,6147,78,NA
313,6145,69,NA
313,6150,80,NA
313,6143,75,NA
313,6142,81,NA
313,6141,70,NA
313,6151,76,NA
313,6130,68,NA
313,6146,79,NA
313,6129,68,NA
313,6140,76,NA
313,6131,61,NA
313,6132,80,NA
313,6133,78,NA
313,6134,70,NA
313,6135,71,NA
313,6136,70,NA
313,6137,64,NA
313,6138,71,NA
313,6139,75,NA
314,6275,77,NA
314,6267,74,NA
314,6268,85,NA
314,6269,86,NA
314,6270,79,NA
314,6271,77,NA
314,6272,88,NA
314,6276,79,NA
314,6274,84,NA
314,6266,87,NA
314,6273,82,NA
314,6265,86,NA
314,6264,80,NA
314,6263,73,NA
314,6262,80,NA
314,6261,84,NA
314,6260,90,NA
314,6259,90,NA
314,6258,84,NA
314,6257,76,NA
314,6256,84,NA
314,6254,80,NA
314,6278,87,NA
314,6255,85,NA
314,6291,79,NA
314,6277,80,NA
314,6302,82,NA
314,6253,71,NA
314,6300,89,NA
314,6299,78,NA
314,6298,74,NA
314,6297,82,NA
314,6296,87,NA
314,6295,70,NA
314,6294,83,NA
314,6301,80,NA
314,6292,80,NA
314,6203,85,NA
314,6290,90,NA
314,6289,85,NA
314,6288,83,NA
314,6287,75,NA
314,6286,89,NA
314,6285,78,NA
314,6284,84,NA
314,6283,79,NA
314,6282,68,NA
314,6281,79,NA
314,6280,82,NA
314,6293,71,NA
314,6213,85,NA
314,6226,85,NA
314,6225,83,NA
314,6224,75,NA
314,6223,87,NA
314,6222,79,NA
314,6221,84,NA
314,6220,81,NA
314,6219,90,NA
314,6218,76,NA
314,6217,80,NA
314,6227,87,NA
314,6252,78,NA
314,6216,85,NA
314,6212,84,NA
314,6211,85,NA
314,6210,84,NA
314,6209,80,NA
314,6208,83,NA
314,6207,84,NA
314,6206,82,NA
314,6205,92,NA
314,6204,83,NA
314,6279,87,NA
314,6215,87,NA
314,6244,81,NA
314,6214,79,NA
314,6251,90,NA
314,6228,80,NA
314,6249,81,NA
314,6248,85,NA
314,6247,80,NA
314,6245,75,NA
314,6250,85,NA
314,6243,90,NA
314,6242,86,NA
314,6241,77,NA
314,6240,85,NA
314,6231,82,NA
314,6246,86,NA
314,6230,90,NA
314,6239,83,NA
314,6232,86,NA
314,6233,82,NA
314,6234,83,NA
314,6235,93,NA
314,6236,88,NA
314,6237,82,NA
314,6238,80,NA
314,6229,89,NA
315,6431,34,NA
315,6438,30,NA
315,6437,36,NA
315,6436,34,NA
315,6435,35,NA
315,6434,32,NA
315,6432,35,NA
315,6439,35,NA
315,6430,35,NA
315,6429,35,NA
315,6433,36,NA
315,6440,38,NA
315,6441,35,NA
315,6442,36,NA
315,6443,35,NA
315,6444,35,NA
315,6445,35,NA
315,6446,35,NA
315,6447,35,NA
315,6448,35,NA
315,6449,36,NA
315,6451,35,NA
315,6404,35,NA
315,6450,34,NA
315,6416,33,NA
315,6478,35,NA
315,6405,34,NA
315,6452,36,NA
315,6407,35,NA
315,6408,36,NA
315,6409,34,NA
315,6410,35,NA
315,6411,33,NA
315,6412,35,NA
315,6413,32,NA
315,6406,35,NA
315,6415,33,NA
315,6428,34,NA
315,6417,34,NA
315,6418,35,NA
315,6419,36,NA
315,6420,35,NA
315,6421,34,NA
315,6422,35,NA
315,6423,34,NA
315,6424,35,NA
315,6425,35,NA
315,6426,34,NA
315,6427,36,NA
315,6414,35,NA
315,6493,35,NA
315,6476,32,NA
315,6482,34,NA
315,6483,35,NA
315,6484,35,NA
315,6485,35,NA
315,6486,35,NA
315,6487,36,NA
315,6488,34,NA
315,6489,36,NA
315,6490,37,NA
315,6480,36,NA
315,6492,33,NA
315,6479,33,NA
315,6494,33,NA
315,6495,35,NA
315,6496,34,NA
315,6497,35,NA
315,6498,35,NA
315,6499,34,NA
315,6500,35,NA
315,6502,35,NA
315,6501,35,NA
315,6403,33,NA
315,6491,36,NA
315,6466,34,NA
315,6454,35,NA
315,6455,30,NA
315,6456,36,NA
315,6457,35,NA
315,6458,32,NA
315,6459,35,NA
315,6460,32,NA
315,6461,32,NA
315,6462,35,NA
315,6463,34,NA
315,6481,34,NA
315,6465,30,NA
315,6453,35,NA
315,6467,35,NA
